ᆜ	j ɯ	jㅡ
여린히읗	j ʌ̹ ɾ i n ʝ i ɯ t̚	여린히읃
여사친	j ʌ̹ sʰ a̠ t͡ɕʰ i n	여사친
여성스럽다	j ʌ̹ sʰ ʌ̹ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠	여성스럽따
여성운동가	j ʌ̹ sʰ ʌ̹ ŋ u n d o̞ ŋ ɡ a̠	여성운동가
여성주의자	j ʌ̹ sʰ ʌ̹ ŋ d͡ʑ u ɰ i d͡ʑ a̠	여성주의자
여여	j ʌ̹ j ʌ̹	여여
여여하다	j ʌ̹ j ʌ̹ ɦ a̠ d a̠	여여하다
여우원숭이	j ʌ̹ u w ʌ̹ n sʰ u ŋ i	여우원숭이
여울마자	j ʌ̹ u ɭ m a̠ d͡ʑ a̠	여울마자
여위다	j ʌ̹ ɥ i d a̠	여위다
여의다	j ʌ̹ ɰ i d a̠	여의다
여의자	j ʌ̹ ɰ i d͡ʑ a̠	여의자
여인숙	j ʌ̹ i n sʰ u k̚	여인숙
여지	j ʌ̹ d͡ʑ i	여지
여차저차	j ʌ̹ t͡ɕʰ a̠ d͡ʑ ʌ̹ t͡ɕʰ a̠	여차저차
여포	j ʌ̹ pʰ o̞	여포
여호와	j ʌ̹ β o̞ w a̠	여호와
역	j ʌ̹ k̚	역
역력	j ʌ̹ ŋ ɲ ʌ̹ k̚	영넉
역력하다	j ʌ̹ ŋ ɲ ʌ̹ kʰ a̠ d a̠	영너카다
역원	j ʌ̹ ɡ w ʌ̹ n	여권
역정	j ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ	역쩡
엮다	j ʌ̹ k̚ t͈ a̠	역따
연	j ʌ̹ n	연
연관공	j ʌ̹ n ɡ w a̠ n ɡ o̞ ŋ	연관공
연기	j ʌ̹ n ɡ i	연기
연길	j ʌ̹ n ɡ i ɭ	연길
연달다	j ʌ̹ n d a̠ ɭ d a̠	연달다
연락선	j ʌ̹ ɭ ɭ a̠ k s͈ ʌ̹ n	열락썬
연락하다	j ʌ̹ ɭ ɭ a̠ kʰ a̠ d a̠	열라카다
연립	j ʌ̹ ʎ ʎ i p̚	열립
연민	j ʌ̹ n m i n	연민
연뿌리	j ʌ̹ n p͈ u ɾ i	연뿌리
연석	j ʌ̹ n sʰ ʌ̹ k̚	연석
연소	j ʌ̹ n sʰ o̞	연소
연와	j ʌ̹ n w a̠	여놔
연와탕	j ʌ̹ n w a̠ tʰ a̠ ŋ	여놔탕
연잇다	j ʌ̹ n i t̚ t͈ a̠	여닏따
연준모치	j ʌ̹ ɲ d͡ʑ u n m o̞ t͡ɕʰ i	연준모치
연중무휴	j ʌ̹ ɲ d͡ʑ u ŋ m u ʝ u	연중무후
연평도	j ʌ̹ n pʰ j ʌ̹ ŋ d o̞	연평도
연호	j ʌ̹ n β o̞	연호
연흔	j ʌ̹ n ɣ ɯ n	연흔
열	j ʌ̹ ɭ	열
열광자	j ʌ̹ ɭ ɡ w a̠ ŋ d͡ʑ a̠	열광자
열넷	j ʌ̹ ɭ ɭ e̞ t̚	열렏
열람	j ʌ̹ ɭ ɭ a̠ m	열람
열량계	j ʌ̹ ʎ ʎ a̠ ŋ ɡ j e̞	열랑계
열렬	j ʌ̹ ʎ ʎ ʌ̹ ɭ	열럴
열렬하다	j ʌ̹ ʎ ʎ ʌ̹ ɾ ɦ a̠ d a̠	열럴하다
열변	j ʌ̹ ɭ b j ʌ̹ n	열변
열사	j ʌ̹ ɭ sʰ a̠	열사
열쇠글	j ʌ̹ ɭ sʰ w e̞ ɡ ɯ ɭ	열쇠글
열하나	j ʌ̹ ɾ ɦ a̠ n a̠	열하나
염	j ʌ̹ m	염
염라	j ʌ̹ m n a̠	염나
염불	j ʌ̹ m b u ɭ	염불
염주비둘기	j ʌ̹ m d͡ʑ u b i d u ɭ ɡ i	염주비둘기
염치	j ʌ̹ m t͡ɕʰ i	염치
엽	j ʌ̹ p̚	엽
엽궐련	j ʌ̹ p̚ k͈ w ʌ̹ ʎ ʎ ʌ̹ n	엽꿜런
엽란	j ʌ̹ m n a̠ n	염난
엽록체	j ʌ̹ m n o̞ k̚ t͡ɕʰ e̞	염녹체
엿	j ʌ̹ t̚	엳
영	j ʌ̹ ŋ	영
영감	j ʌ̹ ŋ ɡ a̠ m	영감
영검하다	j ʌ̹ ŋ ɡ ʌ̹ m ɦ a̠ d a̠	영검하다
영동	j ʌ̹ ŋ d o̞ ŋ	영동
영락	j ʌ̹ ŋ n a̠ k̚	영낙
영사기	j ʌ̹ ŋ sʰ a̠ ɡ i	영사기
영서	j ʌ̹ ŋ sʰ ʌ̹	영서
영양물	j ʌ̹ ŋ j a̠ ŋ m u ɭ	영양물
영양탕	j ʌ̹ ŋ j a̠ ŋ tʰ a̠ ŋ	영양탕
영연방	j ʌ̹ ŋ ɲ ʌ̹ n b a̠ ŋ	영넌방
영장	j ʌ̹ ŋ t͡ɕ͈ a̠ ŋ	영짱
영장류	j ʌ̹ ŋ d͡ʑ a̠ ŋ ɲ u	영장누
영포자	j ʌ̹ ŋ pʰ o̞ d͡ʑ a̠	영포자
영한	j ʌ̹ ŋ ɦ a̠ n	영한
영험	j ʌ̹ ŋ ɦ ʌ̹ m	영험
영험하다	j ʌ̹ ŋ ɦ ʌ̹ m ɦ a̠ d a̠	영험하다
옆	j ʌ̹ p̚	엽
예	j e̞	예
예구	j e̞ː k͈ u	예꾸
예기	j e̞ ɡ i	예기
예방접종	j e̞ b a̠ ŋ d͡ʑ ʌ̹ p̚ t͡ɕ͈ o̞ ŋ	예방접쫑
예보	j e̞ː b o̞	예보
예복	j e̞ b o̞ k̚	예복
예상되다	j e̞ː sʰ a̠ ŋ d w e̞ d a̠	예상되다
예언하다	j e̞ː ʌ̹ n ɦ a̠ d a̠	예언하다
예열	j e̞ː j ʌ̹ ɭ	예열
예절바르다	j e̞ d͡ʑ ʌ̹ ɭ b a̠ ɾ ɯ d a̠	예절바르다
예취기	j e̞ t͡ɕʰ ɥ i ɡ i	예취기
옐로나이프	j e̞ ɭ ɭ o̞ n a̠ i pʰ ɯ	옐로나이프
옛	j e̞ː t̚	옏
옛글	j e̞ t̚ k͈ ɯ ɭ	옏끌
옛이야기	j e̞ n n i j a̠ ɡ i	옌니야기
옛이응	j e̞ː n n i ɯ ŋ	옌니응
옛한글	j e̞ː tʰ a̠ n ɡ ɯ ɭ	예탄글
오	o̞	오
오곡	o̞ː ɡ o̞ k̚	오곡
오곡밥	o̞ ɡ o̞ k̚ p͈ a̠ p̚	오곡빱
오뉴월	o̞ː ɲ u w ʌ̹ ɭ	오누월
오늄	o̞ ɲ u m	오눔
오늬	o̞ n i	오니
오답하다	o̞ː d a̠ pʰ a̠ d a̠	오다파다
오덕후	o̞ d ʌ̹ kʰ u	오더쿠
오뎅	o̞ d e̞ ŋ	오뎅
오두막	o̞ d u m a̠ k̚	오두막
오두막집	o̞ d u m a̠ k̚ t͡ɕ͈ i p̚	오두막찝
오드투왈렛	o̞ d ɯ tʰ u w a̠ ɭ ɭ e̞ t̚	오드투왈렏
오등	o̞ d ɯ ŋ	오등
오라버니	o̞ ɾ a̠ b ʌ̹ n i	오라버니
오라비	o̞ ɾ a̠ b i	오라비
오레건	o̞ ɾ e̞ ɡ ʌ̹ n	오레건
오룔	o̞ ɾ j o ɭ	오룔
오룬손	o̞ ɾ u n sʰ o̞ n	오룬손
오륜	o̞ː ɾ j u n	오륜
오른손	o̞ ɾ ɯ n sʰ o̞ n	오른손
오리건	o̞ ɾ i ɡ ʌ̹ n	오리건
오린손	o̞ ɾ i n sʰ o̞ n	오린손
오마카세	o̞ m a̠ kʰ a̠ sʰ e̞	오마카세
오만	o̞ m a̠ n	오만
오만하다	o̞ː m a̠ n ɦ a̠ d a̠	오만하다
오명가명	o̞ m j ʌ̹ ŋ ɡ a̠ m j ʌ̹ ŋ	오명가명
오목하다	o̞ m o̞ kʰ a̠ d a̠	오모카다
오문	o̞ m u n	오문
오바마케어	o̞ b a̠ m a̠ kʰ e̞ ʌ̹	오바마케어
오밤	o̞ː b a̠ m	오밤
오보	o̞ː b o̞	오보
오보에	o̞ b o̞ e̞	오보에
오블라스티	o̞ b ɯ ɭ ɭ a̠ sʰ ɯ tʰ i	오블라스티
오사까	o̞ sʰ a̠ k͈ a̠	오사까
오삼춘	o̞ sʰ a̠ m t͡ɕʰ u n	오삼춘
오솔길	o̞ sʰ o̞ ɭ ɡ i ɭ	오솔길
오스만	o̞ sʰ ɯ m a̠ n	오스만
오스뮴	o̞ sʰ ɯ m j u m	오스뮴
오스트랄리아	o̞ sʰ ɯ tʰ ɯ ɾ a̠ ʎ ʎ i a̠	오스트랄리아
오심	o̞ː ɕʰ i m	오심
오얏	o̞ j a̠ t̚	오얃
오열	o̞ j ʌ̹ ɭ	오열
오욕	o̞ː j o k̚	오욕
오음	o̞ː ɯ m	오음
오인	o̞ i n	오인
오작동	o̞ː d͡ʑ a̠ k̚ t͈ o̞ ŋ	오작똥
오장육부	o̞ː d͡ʑ a̠ ŋ j u k̚ p͈ u	오장육뿌
오줌통	o̞ d͡ʑ u m tʰ o̞ ŋ	오줌통
오지리	o̞ d͡ʑ i ɾ i	오지리
오치레기	o̞ t͡ɕʰ i ɾ e̞ ɡ i	오치레기
오크로시카	o̞ k x ɯ ɾ o̞ ɕʰ i kʰ a̠	오크로시카
오클라호마	o̞ k x ɯ ɭ ɭ a̠ β o̞ m a̠	오클라호마
오토메이션	o̞ tʰ o̞ m e̞ i ɕʰ ʌ̹ n	오토메이선
오판	o̞ː pʰ a̠ n	오판
오프숄더	o̞ pʰ ɯ ɕʰ o ɭ d ʌ̹	오프숄더
오호	o̞ β o̞	오호
오환	o̞ β w a̠ n	오환
옥	o̞ k̚	옥
옥고	o̞ k̚ k͈ o̞	옥꼬
옥문	o̞ ŋ m u n	옹문
옥사	o̞ k s͈ a̠	옥싸
옥사졸	o̞ k s͈ a̠ d͡ʑ o̞ ɭ	옥싸졸
옥시기	o̞ k ɕ͈ i ɡ i	옥씨기
옥심	o̞ k ɕ͈ i m	옥씸
옥좌	o̞ k̚ t͡ɕ͈ w a̠	옥쫘
옥토	o̞ k̚ tʰ o̞	옥토
옥황상제	o̞ kʰ w a̠ ŋ sʰ a̠ ŋ d͡ʑ e̞	오쾅상제
온	o̞ n	온
온공일	o̞ː n ɡ o̞ ŋ i ɭ	온공일
온도계	o̞ n d o̞ ɡ j e̞	온도계
온돌방	o̞ n d o̞ ɭ p͈ a̠ ŋ	온돌빵
온전하다	o̞ː ɲ d͡ʑ ʌ̹ n ɦ a̠ d a̠	온전하다
온주밀감	o̞ ɲ d͡ʑ u m i ɭ ɡ a̠ m	온주밀감
온타리오	o̞ n tʰ a̠ ɾ i o̞	온타리오
온화하다	o̞ n β w a̠ ɦ a̠ d a̠	온화하다
올	o̞ ɭ	올
올리고당	o̞ ʎ ʎ i ɡ o̞ d a̠ ŋ	올리고당
옮다	o̞ː m t͈ a̠	옴따
옮아가다	o̞ ɭ m a̠ ɡ a̠ d a̠	올마가다
옮아오다	o̞ ɭ m a̠ o̞ d a̠	올마오다
옳바르다	o̞ ɭ b a̠ ɾ ɯ d a̠	올바르다
옴마이	o̞ m m a̠ i	옴마이
옴쌀	o̞ m s͈ a̠ ɭ	옴쌀
옵션	o̞ p ɕ͈ ʌ̹ n	옵썬
옷	o̞ t̚	옫
옹	o̞ ŋ	옹
옹기	o̞ː ŋ ɡ i	옹기
옹졸	o̞ː ŋ d͡ʑ o̞ ɭ	옹졸
옹졸하다	o̞ː ŋ d͡ʑ o̞ ɾ ɦ a̠ d a̠	옹졸하다
옹진	o̞ː ŋ d͡ʑ i n	옹진
옹호하다	o̞ː ŋ β o̞ ɦ a̠ d a̠	옹호하다
옻	o̞ t̚	옫
옻나무	o̞ n n a̠ m u	온나무
와	w a̠	와
와가두구	w a̠ ɡ a̠ d u ɡ u	와가두구
와꾸	w a̠ k͈ u	와꾸
와리가리	w a̠ ɾ i ɡ a̠ ɾ i	와리가리
와봐	w a̠ː b w a̠	와봐
와사삭	w a̠ sʰ a̠ sʰ a̠ k̚	와사삭
와사삭와사삭	w a̠ sʰ a̠ sʰ a̠ ɡ w a̠ sʰ a̠ sʰ a̠ k̚	와사사과사삭
와삭	w a̠ sʰ a̠ k̚	와삭
와삭바삭	w a̠ sʰ a̠ k̚ p͈ a̠ sʰ a̠ k̚	와삭빠삭
와삭와삭	w a̠ sʰ a̠ ɡ w a̠ sʰ a̠ k̚	와사과삭
와셔	w a̠ ɕʰ ʌ̹	와서
와싹	w a̠ s͈ a̠ k̚	와싹
와싹와싹	w a̠ s͈ a̠ ɡ w a̠ s͈ a̠ k̚	와싸과싹
와이오밍	w a̠ i o̞ m i ŋ	와이오밍
와전	w a̠ d͡ʑ ʌ̹ n	와전
와트	w a̠ tʰ ɯ	와트
왁자그르르	w a̠ k̚ t͡ɕ͈ a̠ ɡ ɯ ɾ ɯ ɾ ɯ	왁짜그르르
왁자지껄하다	w a̠ k̚ t͡ɕ͈ a̠ d͡ʑ i k͈ ʌ̹ ɾ ɦ a̠ d a̠	왁짜지껄하다
왁찐	w a̠ k̚ t͡ɕ͈ i n	왁찐
완고	w a̠ n ɡ o̞	완고
완고하다	w a̠ n ɡ o̞ ɦ a̠ d a̠	완고하다
완성형	w a̠ n sʰ ʌ̹ ŋ ʝ ʌ̹ ŋ	완성헝
완전하다	w a̠ ɲ d͡ʑ ʌ̹ n ɦ a̠ d a̠	완전하다
왈	w a̠ ɭ	왈
왐마	w a̠ m m a̠	왐마
왕	w a̠ ŋ	왕
왕게	w a̠ ŋ ɡ e̞	왕게
왕관비둘기	w a̠ ŋ ɡ w a̠ n b i d u ɭ ɡ i	왕관비둘기
왕녀	w a̠ ŋ ɲ ʌ̹	왕너
왕눈이	w a̠ ŋ n u n i	왕누니
왕따	w a̠ ŋ t͈ a̠	왕따
왕바다리	w a̠ ŋ b a̠ d a̠ ɾ i	왕바다리
왕서방	w a̠ ŋ sʰ ʌ̹ b a̠ ŋ	왕서방
왕수	w a̠ ŋ sʰ u	왕수
왕자병	w a̠ ŋ d͡ʑ a̠ p͈ j ʌ̹ ŋ	왕자뼝
왕정	w a̠ ŋ d͡ʑ ʌ̹ ŋ	왕정
왕지네	w a̠ ŋ d͡ʑ i n e̞	왕지네
왕홀	w a̠ ŋ β o̞ ɭ	왕홀
왜	w ɛː	왜
왜가리	w ɛː ɡ a̠ ɾ i	왜가리
외	w e̞	외
외계인	w e̞ː ɡ j e̞ i n	외계인
외국인혐오증	w e̞ː ɡ u ɡ i n ʝ ʌ̹ m o̞ d͡ʑ ɯ ŋ	외구긴허모증
외독소	w e̞ː d o̞ k s͈ o̞	외독쏘
외력	w e̞ː ɾ j ʌ̹ k̚	외력
외로움	w e̞ ɾ o̞ u m	외로움
외면하다	w e̞ː m j ʌ̹ n ɦ a̠ d a̠	외면하다
외몽고	w e̞ m o̞ ŋ ɡ o̞	외몽고
외무	w e̞ m u	외무
외발자전거	w e̞ b a̠ ʎ d͡ʑ a̠ d͡ʑ ʌ̹ n ɡ ʌ̹	외발자전거
외설하다	w e̞ː sʰ ʌ̹ ɾ ɦ a̠ d a̠	외설하다
외성	w e̞ sʰ ʌ̹ ŋ	외성
외숙모	w e̞ sʰ u ŋ m o̞	외숭모
외식하다	w e̞ː ɕʰ i kʰ a̠ d a̠	외시카다
외심	w e̞ː ɕʰ i m	외심
외우다	w e̞ u d a̠	외우다
외접원	w e̞ː d͡ʑ ʌ̹ b w ʌ̹ n	외저붠
외출하다	w e̞ː t͡ɕʰ u ɾ ɦ a̠ d a̠	외출하다
외침	w e̞ t͡ɕʰ i m	외침
외퀴	w e̞ː kʰ ɥ i	외퀴
외판원	w e̞ː pʰ a̠ n w ʌ̹ n	외파눤
왼손	w e̞ː n sʰ o̞ n	왼손
요	j o	요
요관	j o ɡ w a̠ n	요관
요람본	j o ɾ a̠ m b o̞ n	요람본
요방형근	j o b a̠ ŋ ʝ ʌ̹ ŋ ɡ ɯ n	요방헝근
요산요수	j o sʰ a̠ ɲ o sʰ u	요사뇨수
요셉	j o sʰ e̞ p̚	요셉
요원	j o w ʌ̹ n	요원
요의	j o ɰ i	요의
요청하다	j o t͡ɕʰ ʌ̹ ŋ ɦ a̠ d a̠	요청하다
요충	j o t͡ɕʰ u ŋ	요충
요트	j o tʰ ɯ	요트
욕	j o k̚	욕
욕설	j o k s͈ ʌ̹ ɭ	욕썰
용	j o ŋ	용
용감	j oː ŋ ɡ a̠ m	용감
용기	j o ŋ ɡ i	용기
용사	j oː ŋ sʰ a̠	용사
용상	j oː ŋ sʰ a̠ ŋ	용상
용상어	j o ŋ sʰ a̠ ŋ ʌ̹	용상어
용수철	j o ŋ sʰ u t͡ɕʰ ʌ̹ ɭ	용수철
용안	j o ŋ a̠ n	용안
용접공	j o ŋ d͡ʑ ʌ̹ p̚ k͈ o̞ ŋ	용접꽁
용접하다	j o ŋ d͡ʑ ʌ̹ pʰ a̠ d a̠	용저파다
우	u	우
우는토끼	uː n ɯ n tʰ o̞ k͈ i	우는토끼
우단	uː d a̠ n	우단
우두망찰	u d u m a̠ ŋ t͡ɕʰ a̠ ɭ	우두망찰
우두머리	u d u m ʌ̹ ɾ i	우두머리
우라누스	u ɾ a̠ n u sʰ ɯ	우라누스
우란	u ɾ a̠ n	우란
우량계	uː ɾ j a̠ ŋ ɡ j e̞	우량계
우러러보다	u ɾ ʌ̹ ɾ ʌ̹ b o̞ d a̠	우러러보다
우러르다	u ɾ ʌ̹ ɾ ɯ d a̠	우러르다
우럭볼락	u ɾ ʌ̹ k̚ p͈ o̞ ɭ ɭ a̠ k̚	우럭뽈락
우레	u ɾ e̞	우레
우르두어	u ɾ ɯ d u ʌ̹	우르두어
우리다	u ɾ i d a̠	우리다
우모	uː m o̞	우모
우무	u m u	우무
우무인	u m u i n	우무인
우민	u m i n	우민
우박	uː b a̠ k̚	우박
우비다	u b i d a̠	우비다
우빙	u b i ŋ	우빙
우산소나무	u sʰ a̠ n sʰ o̞ n a̠ m u	우산소나무
우안	u a̠ n	우안
우워치	u w ʌ̹ t͡ɕʰ i	우워치
우월	u w ʌ̹ ɭ	우월
우유부단	u j u b u d a̠ n	우유부단
우의	uː ɰ i	우의
우인	u i n	우인
우정	u d͡ʑ ʌ̹ ŋ	우정
우좀	uː d͡ʑ o̞ m	우좀
우주론	u d͡ʑ u ɾ o̞ n	우주론
우주진	uː d͡ʑ u d͡ʑ i n	우주진
우즈베크어	u d͡ʑ ɯ b e̞ k x ɯ ʌ̹	우즈베크어
우케	u kʰ e̞	우케
우틔	u tʰ i	우티
우파	uː pʰ a̠	우파
우펀국	u pʰ ʌ̹ n ɡ u k̚	우펀국
운검	u n ɡ ʌ̹ m	운검
운동량	uː n d o̞ ŋ ɲ a̠ ŋ	운동낭
운라	u ɭ ɭ a̠	울라
운반	u n b a̠ n	운반
운세	u n sʰ e̞	운세
운영	uː ɲ ʌ̹ ŋ	우넝
운하다	u n ɦ a̠ d a̠	운하다
울	u ɭ	울
울렁증	u ɭ ɭ ʌ̹ ŋ t͡ɕ͈ ɯ ŋ	울렁쯩
울창	u ʎ t͡ɕʰ a̠ ŋ	울창
울창하다	u ʎ t͡ɕʰ a̠ ŋ ɦ a̠ d a̠	울창하다
움	uː m	움
움직씨	u m d͡ʑ i k ɕ͈ i	움직씨
움트다	u m tʰ ɯ d a̠	움트다
웁살라	u p s͈ a̠ ɭ ɭ a̠	웁쌀라
웃돈	u t̚ t͈ o̞ n	욷똔
웃어넘기다	u sʰ ʌ̹ n ʌ̹ m ɡ i d a̠	우서넘기다
웃음소리	u sʰ ɯ m s͈ o̞ ɾ i	우슴쏘리
웃프다	u t̚ pʰ ɯ d a̠	욷프다
웅크리다	u ŋ k x ɯ ɾ i d a̠	웅크리다
웆제서	u t̚ t͡ɕ͈ e̞ sʰ ʌ̹	욷쩨서
워글워글	w ʌ̹ ɡ ɯ ɾ w ʌ̹ ɡ ɯ ɭ	워그뤄글
워석워석	w ʌ̹ sʰ ʌ̹ ɡ w ʌ̹ sʰ ʌ̹ k̚	워서궈석
워싱톤	w ʌ̹ ɕʰ i ŋ tʰ o̞ n	워싱톤
워썩	w ʌ̹ s͈ ʌ̹ k̚	워썩
워썩워썩	w ʌ̹ s͈ ʌ̹ ɡ w ʌ̹ s͈ ʌ̹ k̚	워써궈썩
워크숍	w ʌ̹ k x ɯ ɕʰ o p̚	워크숍
웍	w ʌ̹ k̚	웍
웍저그르르	w ʌ̹ k̚ t͡ɕ͈ ʌ̹ ɡ ɯ ɾ ɯ ɾ ɯ	웍쩌그르르
원	w ʌ̹ n	원
원곡	w ʌ̹ n ɡ o̞ k̚	원곡
원동	w ʌ̹ n d o̞ ŋ	원동
원리주의	w ʌ̹ ʎ ʎ i d͡ʑ u ɰ i	월리주의
원말	w ʌ̹ n m a̠ ɭ	원말
원반던지기	w ʌ̹ n b a̠ n d ʌ̹ ɲ d͡ʑ i ɡ i	원반던지기
원소	w ʌ̹ n sʰ o̞	원소
원시림	w ʌ̹ n ɕʰ i ɾ i m	원시림
원쑤	w ʌ̹ n s͈ u	원쑤
원앙사촌	w ʌ̹ n a̠ ŋ sʰ a̠ t͡ɕʰ o̞ n	워낭사촌
원어민	w ʌ̹ n ʌ̹ m i n	워너민
원자로	w ʌ̹ ɲ d͡ʑ a̠ ɾ o̞	원자로
원주률	w ʌ̹ ɲ d͡ʑ u ɾ j u ɭ	원주률
원주율	w ʌ̹ ɲ d͡ʑ u j u ɭ	원주율
원주필	w ʌ̹ ɲ d͡ʑ u pʰ i ɭ	원주필
원지	w ʌ̹ ɲ d͡ʑ i	원지
원추각막	w ʌ̹ ɲ t͡ɕʰ u ɡ a̠ ŋ m a̠ k̚	원추강막
원화	w ʌ̹ n β w a̠	원화
월	w ʌ̹ ɭ	월
월경지	w ʌ̹ ɭ ɡ j ʌ̹ ŋ d͡ʑ i	월경지
월귀탄	w ʌ̹ ɭ ɡ ɥ i tʰ a̠ n	월귀탄
월급	w ʌ̹ ɭ ɡ ɯ p̚	월급
월별	w ʌ̹ ɭ b j ʌ̹ ɭ	월별
월영	w ʌ̹ ɾ j ʌ̹ ŋ	워령
월월산산	w ʌ̹ ɾ w ʌ̹ ɭ sʰ a̠ n sʰ a̠ n	워뤌산산
월일	w ʌ̹ ɾ i ɭ	워릴
월장석	w ʌ̹ ʎ d͡ʑ a̠ ŋ sʰ ʌ̹ k̚	월장석
웨스턴	w e̞ sʰ ɯ tʰ ʌ̹ n	웨스턴
웨스트버지니아	w e̞ sʰ ɯ tʰ ɯ b ʌ̹ d͡ʑ i n i a̠	웨스트버지니아
웨이트리스	w e̞ i tʰ ɯ ɾ i sʰ ɯ	웨이트리스
웬	w e̞ n	웬
웬이	w e̞ː n i	웨니
웹	w e̞ p̚	웹
웼잉잉	w e̞ ɕ͈ i ŋ i ŋ	웨씽잉
윁남	w e̞ n n a̠ m	웬남
위	ɥ i	위
위거	ɥ i ɡ ʌ̹	위거
위구르	ɥ i ɡ u ɾ ɯ	위구르
위글	ɥ i ɡ ɯ ɭ	위글
위급존망지추	ɥ i ɡ ɯ p̚ t͡ɕ͈ o̞ n m a̠ ŋ d͡ʑ i t͡ɕʰ u	위급쫀망지추
위니펙	ɥ i n i pʰ e̞ k̚	위니펙
위독	ɥ i d o̞ k̚	위독
위로하다	ɥ i ɾ o̞ ɦ a̠ d a̠	위로하다
위병	ɥ i b j ʌ̹ ŋ	위병
위상수학	ɥ i sʰ a̠ ŋ sʰ uː ɦ a̠ k̚	위상수학
위선	ɥ i sʰ ʌ̹ n	위선
위스컨신	ɥ i sʰ ɯ kʰ ʌ̹ n ɕʰ i n	위스컨신
위스콘신	ɥ i sʰ ɯ kʰ o̞ n ɕʰ i n	위스콘신
위음성	ɥ i ɯ m sʰ ʌ̹ ŋ	위음성
위층	ɥ i t͡ɕʰ ɯ ŋ	위층
위치하다	ɥ i t͡ɕʰ i ɦ a̠ d a̠	위치하다
위풍당당	ɥ i pʰ u ŋ d a̠ ŋ d a̠ ŋ	위풍당당
위풍당당하다	ɥ i pʰ u ŋ d a̠ ŋ d a̠ ŋ ɦ a̠ d a̠	위풍당당하다
윌리엄	ɥ i ʎ ʎ i ʌ̹ m	윌리엄
유	j u	유
유가족	j u ɡ a̠ d͡ʑ o̞ k̚	유가족
유기체	j uː ɡ i t͡ɕʰ e̞	유기체
유능	j u n ɯ ŋ	유능
유니스	j u n i sʰ ɯ	유니스
유니코드	j u n i kʰ o̞ d ɯ	유니코드
유니콘	j u n i kʰ o̞ n	유니콘
유도기	j u d o̞ ɡ i	유도기
유독하다	j uː d o̞ kʰ a̠ d a̠	유도카다
유동	j u d o̞ ŋ	유동
유두	j u d u	유두
유량계	j uː ɾ j a̠ ŋ ɡ j e̞	유량계
유럽소나무담비	j u ɾ ʌ̹ p s͈ o̞ n a̠ m u d a̠ m b i	유럽쏘나무담비
유로퓸	j u ɾ o̞ pʰ j u m	유로퓸
유륜	j u ɾ j u n	유륜
유리	j u ɾ i	유리
유리창	j u ɾ i t͡ɕʰ a̠ ŋ	유리창
유린	j u ɾ i n	유린
유머러스하다	j u m ʌ̹ ɾ ʌ̹ sʰ ɯ ɦ a̠ d a̠	유머러스하다
유발	j u b a̠ ɭ	유발
유방암	j u b a̠ ŋ a̠ m	유방암
유보	j u b o̞	유보
유부	j u b u	유부
유부남	j uː b u n a̠ m	유부남
유부녀	j uː b u ɲ ʌ̹	유부너
유비무환	j uː b i m u β w a̠ n	유비무환
유사	j uː sʰ a̠	유사
유선	j uː sʰ ʌ̹ n	유선
유성우	j u sʰ ʌ̹ ŋ u	유성우
유술	j u sʰ u ɭ	유술
유신	j u ɕʰ i n	유신
유신론	j u ɕʰ i n n o̞ n	유신논
유아론	j u a̠ ɾ o̞ n	유아론
유약	j u j a̠ k̚	유약
유에프오	j u e̞ pʰ ɯ o̞	유에프오
유예하다	j u j e̞ ɦ a̠ d a̠	유예하다
유유상종	j uː j u sʰ a̠ ŋ d͡ʑ o̞ ŋ	유유상종
유음	j u ɯ m	유음
유인	j u i n	유인
유자	j uː d͡ʑ a̠	유자
유자나무	j uː d͡ʑ a̠ n a̠ m u	유자나무
유자차	j uː d͡ʑ a̠ t͡ɕʰ a̠	유자차
유전	j u d͡ʑ ʌ̹ n	유전
유조차	j u d͡ʑ o̞ t͡ɕʰ a̠	유조차
유주	j u d͡ʑ u	유주
유지어터	j u d͡ʑ i ʌ̹ tʰ ʌ̹	유지어터
유치	j u t͡ɕʰ i	유치
유카타	j u kʰ a̠ tʰ a̠	유카타
유콘	j u kʰ o̞ n	유콘
유타	j u tʰ a̠	유타
유하다	j u ɦ a̠ d a̠	유하다
유한	j u ɦ a̠ n	유한
유혈	j u ʝ ʌ̹ ɭ	유헐
유혈목이	j u ʝ ʌ̹ ɭ m o̞ ɡ i	유헐모기
유효하다	j uː ʝ o ɦ a̠ d a̠	유효하다
육	j u k̚	육
육각수	j u k̚ k͈ a̠ k s͈ u	육깍쑤
육고기	j u k̚ k͈ o̞ ɡ i	육꼬기
육구하다	j u k̚ k͈ u ɦ a̠ d a̠	육꾸하다
육덕	j u k̚ t͈ ʌ̹ k̚	육떡
육봉	j u k̚ p͈ o̞ ŋ	육뽕
육상	j u k s͈ a̠ ŋ	육쌍
육상경기	j u k s͈ a̠ ŋ ɡ j ʌ̹ ŋ ɡ i	육쌍경기
육조	j u k̚ t͡ɕ͈ o̞	육쪼
육진방언	j u k̚ t͡ɕ͈ i n b a̠ ŋ ʌ̹ n	육찐방언
육촌	j u k̚ t͡ɕʰ o̞ n	육촌
윤간	j u n ɡ a̠ n	윤간
윤년	j uː n ɲ ʌ̹ n	윤넌
